emp_no,first_name,last_name,title,dept_name
60747,Mokhtar,Argence,Senior Staff,Finance
60754,Masami,Cochrane,Senior Staff,Marketing
60756,Clyde,Otillio,Senior Engineer,Development
60758,Utpal,Schlenzig,Senior Engineer,Development
60760,Vasilii,Riesenhuber,Senior Engineer,Development
60771,Douadi,Vigier,Senior Staff,Research
60774,Eirik,Lorin,Senior Engineer,Development
60777,Taiji,Keirsey,Engineer,Production
60779,Phillip,Zaumen,Senior Staff,Marketing
60783,Chriss,Mullainathan,Senior Engineer,Development
60788,Valter,Reghbati,Senior Staff,Sales
60792,Candida,Beausoleil,Staff,Sales
60796,Uta,Gornas,Senior Engineer,Production
60800,Flemming,Grandbois,Senior Staff,Sales
60803,Kiyotoshi,Anger,Engineer,Development
60809,Doohun,Rosti,Senior Staff,Human Resources
60811,Joydip,Eastman,Senior Staff,Production
60813,Shaowen,Garnham,Senior Staff,Sales
60816,Zdislav,VanScheik,Senior Engineer,Development
60818,Manu,Rajaraman,Senior Staff,Finance
60821,Moty,Mersereau,Senior Staff,Human Resources
60832,Yaghout,Baez,Staff,Sales
60835,Achilleas,Speer,Senior Engineer,Production
60839,Candida,Prampolini,Engineer,Production
60845,Bedir,Siegrist,Engineer,Production
60854,Kristine,Menyhert,Senior Engineer,Production
60862,Wojceich,Chvatal,Senior Engineer,Quality Management
60875,Rildo,Masaki,Senior Engineer,Quality Management
60876,Sanjiv,Itzigehl,Senior Engineer,Development
60878,Gadiel,Zambonelli,Staff,Research
60886,Guadalupe,Azumi,Staff,Finance
60895,Sanjit,Remmele,Engineer,Development
60897,Gadiel,Badache,Engineer,Production
60899,Yongmin,Marrevee,Technique Leader,Development
60900,Remmert,Cappello,Staff,Marketing
60908,Stevo,Montemayor,Senior Engineer,Production
60917,Franziska,Narlikar,Senior Engineer,Development
60924,Mohamadou,Oxenboll,Senior Staff,Marketing
60925,Maja,Georgakopoulos,Technique Leader,Production
60927,Mack,Chvatal,Senior Staff,Sales
60931,Frederique,Pintelas,Senior Engineer,Development
60942,Fabrizio,Morton,Senior Engineer,Development
60943,Valdiodio,Luck,Senior Staff,Marketing
60949,Kristinn,Salinas,Senior Staff,Research
60952,Horward,Oxman,Senior Staff,Sales
60954,Arto,Bhattacharjee,Senior Staff,Research
60956,Idoia,Lowrie,Senior Staff,Human Resources
60957,Janche,Thorensen,Senior Staff,Sales
60959,Tetsushi,Sridhar,Senior Staff,Marketing
60968,Val,Woycyznski,Engineer,Production
60970,Khatoun,Ferretti,Senior Staff,Customer Service
60974,Oldrich,Rassart,Engineer,Development
60975,Bingning,Yetto,Senior Staff,Marketing
60978,Taizo,Paciorek,Senior Staff,Marketing
60982,Houman,Kruskal,Staff,Human Resources
60983,Menkae,England,Technique Leader,Development
60984,Yishay,Sidhu,Senior Staff,Research
60993,Junichi,Cappelli,Senior Engineer,Production
60994,Tristan,Uludag,Senior Engineer,Development
60995,Munir,Maginnis,Senior Engineer,Development
61003,Gill,Rindone,Engineer,Production
61004,Mountaz,Alameldin,Engineer,Development
61007,Lijia,Strehl,Staff,Human Resources
61011,Kellyn,Miyakawa,Senior Engineer,Production
61014,Shahab,Lung,Senior Engineer,Development
61022,Rasiah,Melton,Senior Engineer,Production
61023,Mikhail,Whitcomb,Senior Staff,Customer Service
61024,Reinhold,Osgood,Staff,Sales
61029,Lenore,dAstous,Staff,Sales
61031,Kayoko,Bakhtari,Senior Staff,Finance
61050,Dmitry,McAffer,Senior Staff,Sales
61051,Giao,Tibblin,Senior Engineer,Production
61058,Xinglin,Lakshmanan,Senior Staff,Customer Service
61061,Shem,Strehl,Senior Engineer,Production
61066,Haldun,Ranum,Senior Staff,Marketing
61068,Dinkar,Ambroszkiewicz,Senior Staff,Sales
61070,Girolamo,Alpay,Senior Staff,Sales
61072,Kiyotoshi,Cools,Senior Engineer,Production
61074,Aemilian,Honglei,Senior Engineer,Development
61075,Basem,Kambil,Staff,Customer Service
61081,Goetz,Baca,Senior Engineer,Production
61082,Kristof,Salinas,Senior Staff,Research
61084,Siddarth,Ramamoorthy,Staff,Research
61094,Shirish,Swift,Engineer,Production
61096,Randy,Eppinger,Senior Engineer,Quality Management
61099,Marsha,Jiang,Senior Engineer,Development
61105,Shih,Birsak,Senior Engineer,Development
61115,Chenyi,Kamble,Staff,Customer Service
61123,Masali,Kuszyk,Senior Staff,Customer Service
61130,Syozo,Poulakidas,Staff,Marketing
61133,Sachar,Schaad,Senior Engineer,Production
61138,Gay,Cools,Senior Engineer,Customer Service
61141,Kazuhiko,Meriste,Technique Leader,Production
61143,Susanna,Kalorkoti,Senior Staff,Sales
61145,Naftali,Senzako,Senior Staff,Sales
61147,Leszek,Werthner,Staff,Marketing
61152,Ulises,Szemeredi,Senior Staff,Research
61154,Gila,Coors,Senior Engineer,Development
61162,Sverrir,Buchter,Engineer,Production
61163,Goo,Kalloufi,Senior Staff,Sales
61164,Magdalena,Chaudhuri,Engineer,Development
61168,Ramalingam,Matteis,Senior Staff,Customer Service
61169,Khaled,Mandell,Senior Engineer,Production
61172,Hairong,Rande,Senior Engineer,Quality Management
61173,Xiping,Simmen,Staff,Sales
61174,Toong,Gilg,Senior Engineer,Development
61176,Kendra,Suomi,Senior Staff,Customer Service
61182,Arfst,Wynblatt,Senior Engineer,Production
61183,Arumugam,Lorie,Senior Engineer,Development
61186,Ishfaq,Serre,Technique Leader,Production
61193,Shen,Kakkad,Senior Staff,Marketing
61195,Odinaldo,Lakshmanan,Senior Staff,Sales
61201,Jiang,Chepyzhov,Senior Staff,Marketing
61205,Vishv,Stanger,Senior Staff,Marketing
61212,Berni,Stassinopoulos,Senior Staff,Sales
61216,Francoise,Swen,Senior Engineer,Development
61222,Renny,Eterovic,Staff,Marketing
61223,Tomokazu,Zeidenstein,Staff,Marketing
61225,Pranay,Hofmeyr,Engineer,Production
61226,Menkae,Bolsens,Engineer,Production
61227,Muneo,Foote,Senior Staff,Sales
61230,Marl,Landherr,Senior Engineer,Development
61237,Shmuel,Cronin,Senior Staff,Research
61239,Mostafa,Bale,Technique Leader,Production
61246,Zhonghui,Vesel,Senior Engineer,Production
61247,Alexius,Cmelik,Senior Staff,Human Resources
61248,Bader,Leuchs,Engineer,Quality Management
61251,Chikako,Szilard,Senior Engineer,Production
61252,Adamantios,Varley,Senior Staff,Sales
61253,Cheong,Uhrik,Senior Engineer,Research
61262,Zeljko,Merkl,Assistant Engineer,Development
61276,Heping,Basawa,Engineer,Production
61279,Domenick,Ritcey,Senior Staff,Sales
61286,Yoshinari,Navazio,Senior Engineer,Development
61291,Aksel,Guenter,Senior Engineer,Quality Management
61298,Katsuo,Setlzner,Senior Engineer,Development
61299,Adas,Hasham,Senior Engineer,Quality Management
61302,Toong,Aloia,Senior Staff,Research
61304,Dipayan,Manderick,Senior Staff,Human Resources
61311,Gal,Riefers,Engineer,Production
61325,Sachar,Ballarin,Senior Staff,Finance
61328,Shir,Angiulli,Senior Engineer,Production
61335,Xuedong,Plotkin,Senior Engineer,Production
61344,Shigeaki,Strehl,Senior Engineer,Production
61346,Tru,Melski,Technique Leader,Development
61349,Supot,Schade,Senior Engineer,Development
61351,Baocai,Ullian,Staff,Sales
61355,Bader,Jeansoulin,Staff,Sales
61361,Dipankar,Kawashimo,Engineer,Quality Management
61368,Chinho,Krogh,Senior Staff,Sales
61373,Basem,Feinberg,Senior Staff,Sales
61377,Dannz,Ohori,Senior Staff,Production
61379,Jaihie,Morrow,Senior Staff,Customer Service
61381,Hironoby,Winter,Senior Engineer,Production
61385,Xinan,Xiaoshan,Senior Staff,Sales
61387,Fox,Shokrollahi,Senior Staff,Research
61388,Yuchang,Gunderson,Engineer,Production
61391,Sariel,Lienhardt,Senior Engineer,Production
61393,Gadiel,Krychniak,Senior Engineer,Production
61397,Ziyad,Azevdeo,Senior Engineer,Production
61400,Sverrir,Douceur,Senior Engineer,Production
61401,Tadahiro,Lakshmanan,Senior Staff,Sales
61405,Huican,Gire,Senior Engineer,Development
61406,Niclas,Anguita,Senior Engineer,Production
61407,Mooi,Kohling,Assistant Engineer,Development
61408,Houman,Ranta,Senior Staff,Sales
61409,Padma,Aseltine,Senior Engineer,Production
61412,Hidde,Molenkamp,Staff,Development
61416,Lijia,Milicic,Staff,Sales
61417,Prodip,Masamoto,Senior Engineer,Production
61422,Ramya,Cappelletti,Engineer,Production
61429,Shaz,McFarlin,Senior Staff,Marketing
61430,Sedat,Lanteri,Senior Staff,Sales
61437,Saeed,Simmel,Senior Engineer,Development
61439,Jiafu,Pesch,Senior Staff,Sales
61443,Kwun,Heystek,Senior Staff,Research
61452,Mitsuyuki,Fortenbacher,Engineer,Quality Management
61459,Sachar,Zobel,Senior Engineer,Development
61461,Sumali,Porenta,Senior Staff,Sales
61463,Reinhold,Tsukune,Senior Staff,Human Resources
61464,Zejun,Dengi,Staff,Sales
61466,Claudi,Kaminger,Senior Engineer,Quality Management
61467,Jiafu,Buescher,Senior Staff,Marketing
61468,Zhaofang,Rosar,Technique Leader,Development
61470,Sergi,Bultermann,Senior Staff,Finance
61474,Oscal,Kusalik,Senior Staff,Sales
61477,Jenwei,Aamodt,Engineer,Development
61482,Toshiki,Syrzycki,Senior Staff,Sales
61497,Jiann,Falby,Senior Engineer,Production
61498,Shaowen,Schrooten,Engineer,Production
61502,Nathan,Wegerle,Senior Staff,Customer Service
61521,Ekawit,Gniady,Assistant Engineer,Research
61523,Jiann,Matzke,Senior Staff,Finance
61525,Yunming,Schach,Staff,Research
61527,Mani,Jervis,Senior Engineer,Development
61529,Akemi,Matzen,Staff,Customer Service
61530,Danil,Peac,Senior Engineer,Production
61532,Kristof,Thebaut,Engineer,Development
61541,Kasidit,Papsdorf,Senior Engineer,Development
61542,Theron,Dahlbom,Senior Staff,Customer Service
61545,Baziley,Anick,Engineer,Development
61548,Fei,Birrer,Technique Leader,Production
61551,Demos,Tomescu,Senior Staff,Research
61558,Xudong,Marciano,Senior Engineer,Development
61565,Mikhail,Ressouche,Senior Staff,Human Resources
61566,Billie,Pews,Senior Staff,Finance
61572,Christoph,Prenel,Staff,Research
61573,Miomir,Emiris,Technique Leader,Production
61575,Kazuhito,Strooper,Staff,Human Resources
61581,Shigenori,Lalonde,Senior Engineer,Quality Management
61582,Lorien,Bauknecht,Senior Staff,Finance
61585,Tooru,Famili,Senior Engineer,Development
61586,Leni,Demeyer,Senior Engineer,Development
61596,Krisda,Hofman,Staff,Research
61605,Weiwu,Loncour,Staff,Customer Service
61608,Chaosheng,Jeong,Senior Staff,Customer Service
61614,Tesuya,Ambroszkiewicz,Senior Staff,Customer Service
61616,Abdelghani,Picci,Senior Engineer,Production
61621,Tadahiro,Grandbois,Engineer,Development
61628,Aiman,Lorch,Senior Engineer,Development
61633,Tru,Anandan,Senior Engineer,Production
61637,Chirstian,Chappelet,Senior Staff,Research
61639,Sham,Murtha,Senior Engineer,Production
61640,Achilleas,Zeleznik,Senior Staff,Sales
61645,Ibibia,Ciolek,Senior Engineer,Development
61649,Hongzue,Pelc,Engineer,Development
61651,Mokhtar,Schaad,Senior Engineer,Development
61653,Mingdong,Schiper,Engineer,Development
61655,Hatem,Herbst,Engineer,Development
61656,Margareta,Melter,Senior Staff,Development
61659,Ibibia,Pelc,Senior Engineer,Development
61664,Shirish,Schusler,Senior Staff,Sales
61671,Vojin,Boissier,Staff,Sales
61677,Chuanti,Lanteri,Senior Staff,Sales
61681,Rosalie,Hinsberger,Technique Leader,Development
61682,Katsuo,Skrikant,Senior Engineer,Quality Management
61684,Barry,Beerel,Senior Staff,Production
61686,Mohamadou,Plump,Staff,Sales
61690,Vasiliy,Fairtlough,Senior Staff,Sales
61694,Tesuya,Quadeer,Senior Staff,Finance
61696,Edwin,Delgrande,Senior Staff,Finance
61697,Miquel,Hoppenstand,Senior Staff,Sales
61701,Kwun,Sidje,Staff,Finance
61702,Akemi,Swen,Senior Staff,Sales
61707,Jacopo,Granlund,Senior Engineer,Development
61713,Chanjung,Himler,Staff,Sales
61719,Genevieve,Penttonen,Staff,Marketing
61727,Elliott,Kumaresan,Senior Staff,Human Resources
61728,Tiina,Horswill,Engineer,Production
61729,Ishfaq,Szemeredi,Staff,Human Resources
61733,Mototsugu,Khasidashvili,Senior Staff,Finance
61744,Arup,Krupka,Senior Engineer,Production
61746,Mandell,Raney,Engineer,Development
61747,Toong,Butterworth,Senior Staff,Marketing
61748,Fabrizio,Mundy,Senior Engineer,Production
61754,Otmar,Negoita,Senior Staff,Finance
61756,Bernice,Lally,Senior Engineer,Production
61762,Arlette,Bierbaum,Senior Staff,Marketing
61764,Serenella,Limongiello,Staff,Human Resources
61766,Shirish,Plessier,Senior Engineer,Production
61770,Yannik,Streit,Senior Staff,Production
61771,Fumiyo,DeMori,Senior Engineer,Production
61773,Xiaoheng,Hockney,Engineer,Development
61774,Younwoo,Baik,Senior Engineer,Production
61775,Lalit,Slobodova,Senior Staff,Human Resources
61787,Tsutomu,Angelov,Senior Engineer,Development
61794,Clyde,Gladwell,Senior Staff,Finance
61797,Gonzalo,Kopetz,Senior Staff,Sales
61800,Arie,Millington,Senior Staff,Sales
61801,Gor,Rissland,Staff,Sales
61803,Gritta,Gecsel,Engineer,Development
61804,Yakichi,Hiroyama,Senior Engineer,Development
61812,Kokou,Lorcy,Senior Engineer,Development
61816,Aleksandar,Rebaine,Staff,Sales
61820,Mara,Bouloucos,Senior Engineer,Development
61822,Xiaocheng,Luby,Senior Staff,Finance
61830,Emdad,Ventosa,Senior Staff,Human Resources
61832,Maja,Selenyi,Senior Engineer,Production
61833,Chandrasekaran,Chaudhuri,Senior Staff,Research
61850,Magy,Feinberg,Engineer,Development
61851,King,Manders,Engineer,Development
61853,Shin,Matzke,Staff,Finance
61855,Mayuko,Vitiello,Engineer,Development
61865,Jouni,Alblas,Senior Staff,Sales
61873,Woody,Rusmann,Engineer,Quality Management
61874,Djelloul,Merks,Staff,Marketing
61881,Kazuhide,Siprelle,Senior Staff,Customer Service
61890,Carrsten,Gajiwala,Senior Engineer,Customer Service
61893,Krister,Shinomoto,Staff,Research
61894,Shuky,Siepmann,Senior Engineer,Quality Management
61898,Paddy,Ratnakar,Engineer,Development
61899,Yahiko,Murtha,Senior Staff,Customer Service
61901,Thanasis,Takanami,Staff,Sales
61904,Wuxu,Herbst,Staff,Finance
61907,Perla,Majewski,Senior Engineer,Production
61913,Billur,Marrevee,Senior Engineer,Development
61928,Gaetan,Dichev,Engineer,Production
61931,Qingxiang,Grospietsch,Staff,Finance
61932,Abdulla,Hoogerwoord,Senior Engineer,Development
61938,Shigeu,Nourani,Senior Engineer,Development
61940,Deborah,McAlpine,Senior Staff,Production
61948,Tsutomu,Goodrum,Senior Staff,Sales
61950,Basil,Zucker,Senior Staff,Customer Service
61952,Halsur,Baba,Senior Engineer,Development
61953,Huai,Weisert,Senior Engineer,Development
61958,Ziyad,Compeau,Senior Engineer,Development
61959,Chiradeep,Vuskovic,Senior Engineer,Development
61963,Hirochika,Bernardinello,Senior Engineer,Development
61969,Kazuhide,Menhardt,Staff,Customer Service
61971,Guther,Leslie,Senior Staff,Marketing
61972,Hirochika,Anick,Senior Engineer,Development
61979,Narain,Walston,Senior Staff,Sales
61987,Carrsten,Baik,Senior Engineer,Development
61990,Richard,Etalle,Senior Engineer,Development
61991,Susuma,Krybus,Senior Staff,Customer Service
61993,Juichirou,Ventosa,Senior Staff,Research
62001,Elliott,Peres,Senior Engineer,Development
62006,Martins,Setlzner,Senior Staff,Marketing
62009,Masoud,Stanfel,Senior Staff,Sales
62011,Fox,Thambidurai,Senior Engineer,Development
62016,Premsyl,Besselaar,Senior Staff,Finance
62017,Fai,Ramamoorthy,Senior Engineer,Quality Management
62019,Lihong,Klerer,Senior Engineer,Development
62020,Ult,Demri,Senior Engineer,Development
62023,Ravishankar,Mundy,Engineer,Quality Management
62027,Marie,Kruskal,Senior Staff,Marketing
62033,Heeju,Cappelli,Senior Engineer,Production
62035,Uma,Backhouse,Senior Engineer,Development
62046,Karlis,Nanard,Senior Engineer,Production
62051,Marin,Baaleh,Senior Staff,Marketing
62067,Brigham,Trachtenberg,Senior Engineer,Development
62071,Chaitali,Oppitz,Staff,Research
62074,Zorica,Reeken,Senior Engineer,Development
62084,Vitaly,Walston,Senior Engineer,Production
62086,Mabhin,Iisaka,Engineer,Development
62087,Georgy,Parhami,Senior Engineer,Quality Management
62090,Dannz,Birnbaum,Senior Engineer,Production
62099,Mircea,Piazza,Technique Leader,Development
62100,Chenye,Leslie,Senior Staff,Research
62108,Huei,Pews,Staff,Human Resources
62117,Bojan,Crouzet,Senior Engineer,Development
62118,Tsvetan,Rabehasaina,Senior Staff,Customer Service
62120,Arumugam,Siepmann,Technique Leader,Development
62122,Subhrajyoti,Juneja,Senior Engineer,Development
62125,Shahab,Pokrovskii,Staff,Sales
62131,Mohua,Ohori,Senior Engineer,Production
62132,Dines,Gils,Senior Staff,Customer Service
62134,Arra,Whitcomb,Senior Staff,Human Resources
62135,Jongsuk,Garrabrants,Senior Engineer,Development
62136,Yuuichi,Hoogerwoord,Staff,Sales
62140,Tristan,Landherr,Engineer,Quality Management
62148,Edwin,Deyuan,Senior Staff,Sales
62152,Mabhin,Thiran,Senior Engineer,Customer Service
62153,Fox,Rosca,Senior Staff,Research
62154,Horward,Borstler,Senior Staff,Marketing
62159,Shrikanth,Guerreiro,Senior Engineer,Development
62161,Yakichi,Zuberek,Engineer,Production
62165,Otmar,Ullian,Senior Staff,Research
62168,Sanjiv,Pietrzykowski,Engineer,Production
62169,Kellyn,Dayang,Assistant Engineer,Quality Management
62177,Aiman,Journel,Senior Engineer,Development
62181,Halsur,Thombley,Senior Engineer,Development
62183,Stamatina,Beilner,Senior Engineer,Production
62185,Boalin,Gajiwala,Senior Engineer,Production
62186,Tru,Legleitner,Senior Engineer,Production
62188,Arnould,Veeraraghavan,Senior Engineer,Production
62194,Hairong,Kropf,Senior Staff,Finance
62204,Fox,Hashii,Senior Staff,Sales
62207,Maris,Falco,Senior Engineer,Development
62209,Martina,Bednarek,Senior Staff,Sales
62212,Achilleas,Terekhov,Senior Staff,Finance
62213,Shooichi,Highland,Staff,Customer Service
62216,Nahid,Maquelin,Engineer,Quality Management
62219,Yechezkel,Rosti,Senior Staff,Research
62222,Jinya,McConalogue,Senior Staff,Marketing
62223,Flemming,Muhlberg,Senior Engineer,Quality Management
62227,Josyula,Eugenio,Senior Staff,Finance
62228,JoAnna,Heuter,Senior Engineer,Research
62231,Marek,Brodal,Senior Staff,Sales
62238,Zhilian,Brandsma,Senior Engineer,Production
62244,Lijia,Azulay,Senior Staff,Customer Service
62245,Adel,Bressoud,Engineer,Development
62253,Steve,Vural,Engineer,Production
62254,Mong,Rosin,Senior Staff,Human Resources
62257,Shahid,Molberg,Senior Staff,Development
62259,Mads,Rajaraman,Senior Staff,Marketing
62265,Moon,Deyuan,Senior Engineer,Production
62269,Mori,McClurg,Senior Staff,Sales
62272,Xiong,Schwartzburd,Senior Engineer,Development
62274,Kristof,Peek,Senior Staff,Finance
62275,Slavian,Byoun,Staff,Sales
62279,Udaiprakash,Kavraki,Engineer,Development
62284,Mark,Hebden,Senior Engineer,Development
62289,Adil,Kieras,Staff,Research
62290,Demin,Vickson,Technique Leader,Production
62295,Venkatesan,Fioravanti,Technique Leader,Development
62296,Nahla,Suomi,Senior Engineer,Customer Service
62308,Vasilis,Tischendorf,Senior Engineer,Production
62309,Marjo,Rattan,Senior Engineer,Production
62324,Tse,Mansanne,Senior Staff,Finance
62327,Francesca,Biros,Engineer,Production
62328,Lena,Rosenbaum,Senior Staff,Customer Service
62334,Uta,Aseltine,Senior Staff,Sales
62338,Amstein,Thiran,Senior Staff,Sales
62340,Nakhoon,Whitcomb,Senior Engineer,Development
62341,Taizo,Iacovou,Senior Engineer,Production
62356,IEEE,Mandell,Senior Staff,Sales
62359,Bartek,Polupanov,Senior Staff,Sales
62361,Padma,Seghrouchni,Senior Staff,Customer Service
62366,Doowon,Ballarin,Senior Engineer,Development
62368,Toshimori,Birge,Engineer,Production
62370,Aris,Biran,Assistant Engineer,Development
62373,Munehiko,Trogemann,Senior Staff,Production
62375,Khalid,Weedman,Senior Engineer,Quality Management
62379,Hidde,Cardazo,Engineer,Production
62385,Remzi,Hmelo,Senior Staff,Sales
