emp_no,first_name,last_name,dept_name,title
45002,Leif,Klyachko,Production,Senior Engineer
44883,Kagan,Cichocki,Production,Senior Engineer
45006,Vishv,Liedekerke,Development,Senior Engineer
45014,Souichi,Orsini,Customer Service,Senior Staff
44886,Poornachandra,Kuszyk,Quality Management,Senior Engineer
44891,Cheong,Zaumen,Development,Senior Engineer
45042,Marek,Heinisuo,Production,Technique Leader
44908,Kamakshi,Pehl,Production,Senior Engineer
45053,Ymte,Zongker,Customer Service,Technique Leader
45055,Xiaobin,Radhakrishnan,Development,Senior Engineer
45058,Shuzo,Mahmud,Production,Senior Engineer
44913,Vishu,Cappelli,Production,Senior Engineer
45062,Aemilian,Hammerschmidt,Sales,Senior Staff
45066,Seongbin,Gadepally,Quality Management,Senior Engineer
44924,Divier,Azevdeo,Sales,Senior Staff
45069,Lenore,Valette,Development,Senior Engineer
45070,Ennio,Frolund,Development,Senior Engineer
45228,Utpal,Unni,Production,Senior Engineer
45092,Francesca,Chandrasekhar,Sales,Staff
45232,Chaosheng,Senzako,Development,Technique Leader
45244,Joydip,Lueh,Customer Service,Senior Staff
45121,Menkae,Christianini,Development,Senior Engineer
45245,Margo,Ishibashi,Customer Service,Senior Staff
45130,Bezalel,Puppe,Human Resources,Senior Staff
45251,Billur,Brandsma,Finance,Senior Staff
45138,Miomir,Karcich,Sales,Senior Staff
45261,George,Larfeldt,Finance,Senior Staff
45142,Perla,Rehfuss,Production,Senior Engineer
45145,Almudena,Zumaque,Finance,Senior Staff
45269,Arve,Avouris,Sales,Senior Staff
45163,Peer,Flowers,Production,Engineer
45275,Arun,Swan,Production,Technique Leader
45166,Licheng,Lorho,Human Resources,Senior Staff
45170,Irena,Rissanen,Customer Service,Senior Staff
45172,Saeko,Radhakrishnan,Development,Senior Engineer
45290,Thanasis,Varman,Development,Senior Engineer
45177,Alassane,Iacovou,Customer Service,Engineer
45193,Reinhard,Lubachevsky,Finance,Senior Staff
45293,Duke,Lakshmanan,Production,Technique Leader
45200,Teunis,Chvatal,Development,Technique Leader
45298,Shay,Valtorta,Customer Service,Senior Staff
45204,Alexius,Candan,Development,Senior Engineer
45209,Yinghua,Cardazo,Marketing,Senior Staff
45306,Pranjal,Rajaraman,Production,Senior Engineer
45216,Gou,Ballarin,Development,Senior Engineer
45217,Marsal,Pena,Research,Senior Staff
45311,Zengping,Talmor,Sales,Senior Staff
45313,DAIDA,Schusler,Sales,Senior Staff
45314,Zhigen,Motley,Research,Senior Staff
45318,Franziska,Dalton,Development,Senior Engineer
45327,Khedija,Karner,Human Resources,Staff
45331,Keung,Peot,Development,Senior Engineer
45333,Leszek,Waeselynck,Development,Senior Engineer
45364,Pantung,Picht,Production,Technique Leader
45342,Fatemeh,Sluis,Customer Service,Engineer
45366,Ranan,Gargeya,Research,Senior Staff
45376,Mabo,Toyoshima,Marketing,Senior Staff
45377,Temple,Flasterstein,Sales,Senior Staff
45344,Shigeo,Servieres,Development,Senior Engineer
45382,Yoshimitsu,Stassinopoulos,Development,Senior Engineer
45352,Yuichiro,Zallocco,Research,Engineer
45390,Sedat,Alameldin,Sales,Senior Staff
45363,Kenroku,Hainaut,Production,Senior Engineer
45402,Kwok,Liesche,Human Resources,Staff
45416,Avishai,Percebois,Marketing,Senior Staff
45507,Xiong,Lamparter,Development,Senior Engineer
45432,Richard,Barreiro,Sales,Senior Staff
45514,Jessie,Alpin,Sales,Staff
45436,Gila,Limongiello,Sales,Senior Staff
45534,Perla,Jullig,Sales,Staff
45460,Mang,Rande,Development,Technique Leader
45466,Guiseppe,Tomescu,Marketing,Staff
45467,Huican,Bahk,Development,Senior Engineer
45468,Padma,Pell,Production,Senior Engineer
45537,Ottavia,Wissmann,Development,Senior Engineer
45479,Ferdinand,Krupka,Development,Senior Engineer
45544,Candido,Coombs,Research,Staff
45488,Shigehiro,Shackel,Sales,Senior Staff
45545,Along,Bruckman,Quality Management,Engineer
45546,Gopalakrishnan,Lanphier,Sales,Senior Staff
45550,Shaowen,McFarlin,Production,Senior Engineer
45552,Aloys,Albarhamtoshy,Sales,Senior Staff
45557,Girolamo,Legleitner,Development,Engineer
45561,Navid,Lodder,Production,Senior Engineer
45566,Lena,Marsiglia,Marketing,Senior Staff
45570,Shuho,Schwartzburd,Customer Service,Senior Engineer
45657,Jianhao,Hedayat,Development,Engineer
45658,Maja,Ebeling,Human Resources,Senior Staff
45593,Xiaocheng,Litzler,Production,Senior Engineer
45669,Janalee,Boudaillier,Development,Senior Engineer
45599,Ronnie,Harnett,Production,Senior Engineer
45685,Anwar,Huhdanpaa,Customer Service,Senior Staff
45601,Rafael,Spell,Production,Engineer
45695,Danco,Kowalchuk,Development,Senior Engineer
45698,Sanjoy,Melichar,Sales,Senior Staff
45702,Peer,Showalter,Research,Senior Staff
45709,Oddvar,Schnelling,Finance,Senior Staff
45731,Naraig,Bouloucos,Customer Service,Senior Engineer
45732,Moheb,Gruenwald,Finance,Senior Staff
45743,Adas,Baaleh,Finance,Senior Staff
45612,King,Monkewich,Production,Senior Engineer
45788,Shiv,Mitsuhashi,Development,Senior Engineer
45629,Guoxiang,Nanard,Customer Service,Staff
45634,Barry,Ghemri,Development,Senior Engineer
45797,Chikara,Khalid,Development,Senior Engineer
45798,Gad,Plotkin,Customer Service,Senior Staff
45645,Hausi,Desikan,Finance,Staff
45803,Padma,Lanzelotte,Sales,Staff
45808,Yongdong,Eiron,Production,Senior Engineer
45809,Wilmer,Arlazarov,Human Resources,Senior Staff
45814,Zhenbing,Malabarba,Human Resources,Senior Staff
45951,Duke,Garnick,Production,Technique Leader
45821,Garnik,Dredge,Development,Senior Engineer
45827,Ortrun,Schonegge,Development,Technique Leader
45828,Panayotis,Litzkow,Development,Senior Engineer
45844,Patricia,Fetvedt,Research,Senior Staff
45962,Remco,Kalorkoti,Quality Management,Senior Engineer
45854,Zsolt,Kriebel,Marketing,Senior Staff
45972,Rafael,Bednarek,Development,Senior Engineer
45867,Hailing,Denna,Development,Senior Engineer
45883,JoAnna,Maccarone,Finance,Senior Staff
45973,Mokhtar,Bernatsky,Sales,Senior Staff
45886,Ioana,Ginesta,Research,Senior Staff
45977,Ulf,Wiegley,Human Resources,Senior Staff
45895,Sajjad,Vural,Sales,Senior Staff
45979,Uno,Colorni,Production,Senior Engineer
45904,Arunas,DasSarma,Production,Senior Engineer
45998,Inderjeet,Rodiger,Human Resources,Staff
45908,Masasuke,Heyers,Production,Senior Engineer
45915,Paddy,Gluchowski,Sales,Senior Staff
45919,Aemilian,Denti,Sales,Senior Staff
45923,Masato,Xiaoshan,Sales,Senior Staff
46004,Toshimori,Schlegelmilch,Development,Engineer
46025,Yurii,Demir,Development,Engineer
46026,Leon,Schrooten,Customer Service,Senior Engineer
46028,Sakthirel,Emmerich,Sales,Senior Staff
46075,Lucien,Cunliffe,Production,Senior Engineer
46037,Mohit,Preusig,Production,Senior Engineer
46079,Genevieve,Varman,Production,Senior Engineer
46042,Youssef,Vrecion,Marketing,Senior Staff
46083,Charmane,Speek,Customer Service,Engineer
46054,Udi,Bultermann,Production,Engineer
46055,Charlene,Fabrizio,Quality Management,Senior Engineer
46059,Susumu,DuCasse,Sales,Staff
46089,Giordano,Emden,Research,Senior Staff
46066,Ennio,Conde,Production,Senior Engineer
46090,Iara,Whittlesey,Development,Senior Engineer
46068,Laurentiu,Weisert,Customer Service,Senior Staff
46221,Weidon,Kobuchi,Quality Management,Assistant Engineer
46104,Yoshinari,Kavvadias,Research,Senior Staff
46236,Thodoros,Edelhoff,Development,Senior Engineer
46109,Kiyotoshi,Kragelund,Marketing,Senior Staff
46248,Leif,dAstous,Quality Management,Senior Engineer
46124,Shunichi,Barinka,Sales,Senior Staff
46250,Yefim,Decleir,Sales,Senior Staff
46258,Nechama,Przulj,Human Resources,Staff
46260,Tze,Karlin,Development,Technique Leader
46261,Owen,Uehara,Marketing,Staff
46266,Kiam,Carrera,Development,Technique Leader
46141,Sven,Nollmann,Production,Senior Engineer
46272,Mong,Shiratori,Production,Senior Engineer
46281,Rosine,Berztiss,Development,Technique Leader
46299,Constantine,Hmelo,Production,Senior Engineer
46159,Barun,Grabner,Research,Senior Staff
46305,Yakichi,Lamba,Development,Senior Engineer
46164,Arumugam,Wynblatt,Production,Senior Engineer
46316,Padma,Karnin,Marketing,Senior Staff
46317,Susanta,Rebaine,Finance,Senior Staff
46318,Susumu,Vieth,Development,Senior Engineer
46323,Masako,Tzvieli,Finance,Staff
46176,Hatsukazu,Murrill,Production,Senior Engineer
46326,Harjit,Paludetto,Human Resources,Senior Staff
46335,Shuji,Ananiadou,Quality Management,Senior Engineer
46339,Stepehn,Linares,Marketing,Senior Staff
46345,Ortrun,Kolvik,Development,Senior Engineer
46189,Yongdong,Reistad,Research,Senior Staff
46347,Nadjib,Standera,Development,Senior Engineer
46191,Hilari,Pocchiola,Development,Engineer
46352,Unal,Zambonelli,Marketing,Senior Staff
46356,Sham,Przulj,Sales,Senior Staff
46392,Emdad,Zykh,Research,Senior Staff
46203,Ferdinand,Dymetman,Development,Senior Engineer
46407,Hideyuki,Braunmuhl,Research,Staff
46414,Ferdinand,Schahn,Production,Senior Engineer
46425,Martina,Leivant,Development,Senior Engineer
46439,Ibibia,Junet,Sales,Senior Staff
46440,Pranav,Rosay,Production,Engineer
46452,Filipp,Christianini,Quality Management,Senior Engineer
46457,Alenka,Keohane,Development,Technique Leader
46466,Eberhardt,Cusworth,Production,Senior Engineer
46470,Adhemar,Rassart,Production,Technique Leader
46484,Neelam,Rabehasaina,Sales,Senior Staff
46500,Mong,Keirsey,Production,Engineer
46532,Siamak,Ruther,Research,Senior Staff
46646,Subir,Cesareni,Development,Engineer
46664,Toshimori,Benveniste,Finance,Senior Staff
46548,Uno,Schlenzig,Development,Senior Engineer
46666,Mabhin,Avouris,Human Resources,Senior Staff
46670,Marie,Unno,Marketing,Staff
46672,Heekeun,Rehfuss,Marketing,Senior Staff
46680,Phuoc,Fairtlough,Marketing,Senior Staff
46683,Ger,Wynblatt,Sales,Staff
46562,Tiina,Panangaden,Development,Senior Engineer
46563,Marlo,Veldwijk,Production,Senior Engineer
46567,Khatoun,Kirkerud,Sales,Staff
46574,Yuping,Sinitsyn,Sales,Senior Staff
46576,Kasidit,Lorys,Customer Service,Staff
46685,Valter,Takanami,Development,Senior Engineer
46585,Kazuhisa,Bressoud,Production,Engineer
46714,Goa,Cronin,Development,Technique Leader
46587,Macha,Baaleh,Sales,Senior Staff
46717,Roded,Yeung,Production,Senior Engineer
46721,Mang,Narlikar,Production,Senior Engineer
46727,LiMin,Dratva,Marketing,Staff
46730,Lakshmi,Flexer,Development,Senior Engineer
46739,Goncalo,Douceur,Production,Senior Engineer
46740,Denis,Kisuki,Human Resources,Senior Staff
46619,Taizo,Docker,Sales,Senior Staff
46749,Gaetan,Lamparter,Development,Senior Engineer
46622,Filipp,Krzyzanowski,Development,Assistant Engineer
46755,Jenwei,Frezza,Sales,Senior Staff
46757,Supot,Delgrange,Development,Senior Engineer
46768,Shimshon,Narahari,Human Resources,Senior Staff
46630,Shao,Coorg,Production,Senior Engineer
46773,Vojin,Parveen,Development,Senior Engineer
46838,Yakichi,Marzano,Sales,Senior Staff
46635,Saeed,Frezza,Development,Senior Engineer
46642,Masadi,Kusakabe,Customer Service,Senior Staff
46853,Aiichiro,Walston,Sales,Senior Staff
46858,Lubomir,Gente,Sales,Senior Staff
46864,Ferdinand,Sooriamurthi,Sales,Senior Staff
46866,Sangeeta,Garnham,Research,Senior Staff
46927,Khaled,Matheson,Human Resources,Senior Staff
46882,Ebbe,Swist,Customer Service,Senior Staff
46901,Krisda,Orlowska,Quality Management,Engineer
47084,Toshimori,Fortenbacher,Human Resources,Senior Staff
46953,Lucien,Luga,Research,Senior Staff
46959,Dulce,Haldar,Development,Senior Engineer
47088,Oddvar,Melski,Human Resources,Senior Staff
47094,Leni,Shimshoni,Development,Senior Engineer
46960,Adas,Ranze,Production,Senior Engineer
47103,Mamdouh,Lueh,Research,Senior Staff
46964,Tiina,McClure,Development,Senior Engineer
47107,Thanasis,Pews,Finance,Senior Staff
47116,Oscar,Rosar,Sales,Senior Staff
47117,Munehiko,Zhiwei,Production,Senior Engineer
46974,Shigehiro,Melski,Development,Senior Engineer
47137,Valter,Marchegay,Sales,Senior Staff
47145,Tommaso,Plavsic,Quality Management,Senior Engineer
47146,Masato,Ramaiah,Production,Senior Engineer
46984,Pascal,Kandlur,Development,Senior Engineer
47148,Makato,Baezner,Production,Senior Engineer
47166,Chiranjit,Bade,Development,Senior Staff
46993,Brigham,Swab,Quality Management,Technique Leader
47168,Nahum,Pell,Production,Senior Engineer
47173,Lakshmi,Velasco,Human Resources,Senior Staff
47178,Rimon,Srimani,Quality Management,Senior Engineer
47185,Premsyl,Homond,Production,Engineer
47005,Eric,Selvestrel,Sales,Senior Staff
47203,Samphel,Fasbender,Human Resources,Staff
47008,Radhika,Narlikar,Development,Senior Engineer
47205,Valeri,Whittlesey,Quality Management,Technique Leader
47010,Goh,Nannarelli,Sales,Senior Staff
47215,Zhenbing,Swen,Production,Senior Engineer
47013,Kerhong,Straney,Development,Engineer
47224,Kankanahalli,Honiden,Production,Senior Engineer
47021,Mang,Paludetto,Production,Senior Staff
47227,Jiafu,Gulla,Production,Senior Engineer
47236,Masako,Polupanov,Marketing,Staff
47022,Mostafa,Terlouw,Sales,Staff
47239,Zissis,Schaad,Production,Senior Engineer
47246,Teruyuki,Broder,Production,Senior Engineer
47249,Jayson,Swen,Marketing,Senior Staff
47034,Mario,Krupka,Human Resources,Senior Staff
47265,Chikako,Birke,Sales,Senior Staff
47282,Mihalis,Herath,Development,Senior Engineer
47038,Nathan,Krohn,Production,Senior Engineer
47047,Shugo,Nourani,Development,Engineer
47286,Yinlin,Kamble,Sales,Senior Staff
47288,Nishit,Ratnaker,Sales,Senior Staff
47050,Aimee,Nyrup,Research,Staff
47293,Unal,Beidas,Production,Senior Engineer
47299,Dmitri,Wixon,Production,Senior Engineer
47056,Parto,Marciano,Sales,Senior Staff
47311,Saeko,Baik,Customer Service,Senior Staff
47059,DAIDA,Hoppenstand,Production,Senior Engineer
47340,Jaber,Pokrovskii,Development,Senior Engineer
47061,Kinh,Servi,Sales,Senior Staff
47342,Shichao,Stiles,Finance,Senior Staff
47516,Ronnie,Assaf,Marketing,Senior Staff
47553,Falguni,Zallocco,Development,Engineer
47358,Tommaso,Lieberherr,Production,Senior Engineer
47567,Marc,Pouyioutas,Research,Senior Staff
47568,Jaewoo,Lagarias,Quality Management,Senior Engineer
47581,Jagoda,Copas,Marketing,Senior Staff
47586,Goncalo,Rothe,Production,Senior Engineer
47374,Yonghong,Kaiserswerth,Finance,Senior Staff
47593,Christfried,Awdeh,Sales,Senior Staff
47376,Mats,Rouquie,Customer Service,Technique Leader
47606,Howell,Versino,Quality Management,Senior Engineer
47379,Rance,Tchuente,Human Resources,Senior Staff
47611,Eldridge,Fandrianto,Production,Senior Engineer
47616,Shichao,Kulisch,Human Resources,Staff
47383,Amabile,Melichar,Marketing,Senior Staff
47627,Alejandra,Harbusch,Marketing,Senior Staff
47637,Sariel,Schlegelmilch,Finance,Senior Staff
47401,Arco,Thisen,Quality Management,Technique Leader
47640,Persi,Barreiro,Development,Engineer
47690,Khue,Mayerwieser,Customer Service,Senior Staff
47409,Kazuhira,Buchter,Production,Senior Engineer
47414,Youjian,Ratnakar,Development,Senior Engineer
47438,Dayanand,Mandell,Marketing,Staff
47445,Masami,Kropp,Production,Senior Engineer
47726,Huei,Bahr,Marketing,Senior Staff
47446,Werner,Matzke,Development,Senior Engineer
47735,Atilio,Krichel,Marketing,Senior Staff
47462,Beshir,Sooriamurthi,Finance,Senior Staff
47737,Kensei,Speek,Development,Senior Engineer
47739,Moon,Piveteau,Production,Engineer
47466,Mayuri,Biron,Development,Senior Engineer
47740,Tamiya,Linares,Sales,Staff
47763,Yagil,Basart,Sales,Staff
47470,Toong,Deville,Human Resources,Senior Staff
47764,Nadjib,Demri,Sales,Senior Staff
47765,Mayumi,Sevcikova,Finance,Senior Staff
47766,Gunilla,Simmel,Human Resources,Senior Staff
47770,Conrado,Sridhar,Sales,Senior Staff
47777,Arunachalam,Zaumen,Production,Senior Engineer
47488,Sumant,Delgrange,Production,Engineer
47798,Mohammad,Zhang,Production,Engineer
47821,Raimond,Mitina,Development,Senior Engineer
47825,Yakichi,Chelton,Sales,Senior Staff
47832,Chriss,Zaccaria,Production,Senior Engineer
47841,Aria,Benveniste,Research,Staff
47925,Angel,Kamble,Sales,Senior Staff
47847,Renny,Rusmann,Research,Senior Staff
47849,Gao,Munke,Development,Assistant Engineer
47928,Zhensheng,Zweizig,Development,Senior Engineer
47872,Toshimo,Attimonelli,Customer Service,Senior Staff
47930,Apostol,Coors,Development,Senior Engineer
47876,Shigeaki,Orlowska,Sales,Senior Staff
47932,King,Ruther,Research,Senior Staff
47882,Zsolt,Solovay,Research,Senior Staff
47905,Subhada,Vieth,Production,Engineer
47943,Martins,Puppo,Research,Senior Staff
47906,Uma,Pulkowski,Human Resources,Staff
48071,Rafail,Dulay,Sales,Senior Staff
47947,DAIDA,Keirsey,Production,Senior Engineer
47952,Fumitaka,Motley,Research,Staff
48077,Adly,Engberts,Human Resources,Senior Staff
48080,Florina,Coorg,Production,Senior Engineer
47958,Jaques,Tibblin,Development,Senior Engineer
48092,Shuichi,Furudate,Sales,Senior Staff
48108,Shaowei,Cairo,Quality Management,Engineer
47965,Kotesh,Remmers,Sales,Senior Staff
48116,Jianhao,Suomi,Development,Senior Engineer
47969,Tuval,Rosis,Sales,Senior Staff
48127,Barna,Thisen,Development,Senior Engineer
48129,Froduald,Standera,Development,Senior Engineer
48131,Arne,Bharadwaj,Research,Senior Staff
47981,Barna,Peng,Development,Engineer
48139,Perry,Bultermann,Marketing,Senior Staff
48149,Sivanarayana,Nergos,Finance,Senior Staff
47988,Mohan,Frezza,Research,Senior Staff
48154,Baocai,Baba,Research,Senior Staff
48161,Khalid,Gustavson,Research,Senior Engineer
48176,Hauke,Templeman,Customer Service,Staff
47996,Hirochika,Itschner,Marketing,Senior Staff
47997,Babette,Botman,Quality Management,Senior Engineer
48177,Xudong,Chinal,Development,Senior Engineer
47998,Rance,Karner,Human Resources,Senior Staff
48185,Adel,Pusterhofer,Development,Technique Leader
48192,Eldridge,Soicher,Production,Senior Engineer
48201,Leen,Valtorta,Production,Senior Engineer
48008,Goncalo,Gulak,Finance,Senior Staff
48202,Changho,Herbst,Production,Senior Engineer
48221,Willard,Gist,Research,Senior Engineer
48020,Nobuyoshi,Strandh,Development,Senior Engineer
48240,Mooi,Lamba,Development,Senior Engineer
48027,Snehasis,Servieres,Research,Senior Staff
48243,Juyoung,Riesenhuber,Development,Senior Engineer
48028,Steve,Bach,Development,Senior Engineer
48253,Babette,Muniz,Customer Service,Senior Staff
48031,Bezalel,Klassen,Development,Senior Engineer
48254,Chenyi,Gomatam,Development,Senior Engineer
48267,Serenella,Validov,Development,Senior Engineer
48268,Kazuhisa,Hutton,Marketing,Senior Staff
48270,Guadalupe,Lorys,Research,Senior Staff
48043,Visit,Murtafg,Production,Senior Engineer
48285,Siamak,McAlpine,Development,Technique Leader
48044,Zhonghui,Luga,Sales,Senior Staff
48286,Roded,Ranum,Sales,Staff
48314,Mang,Chiodo,Quality Management,Senior Engineer
48058,Duke,Peltason,Development,Senior Engineer
48327,Udaiprakash,Fandrianto,Production,Engineer
48332,Hailing,Kleiser,Production,Senior Engineer
48337,Martine,Fontet,Development,Senior Engineer
48343,Sungwon,Lung,Production,Technique Leader
48503,Pranas,Gammage,Development,Engineer
48514,Dinah,Sadowsky,Production,Technique Leader
48521,Yurij,Tzvieli,Development,Senior Engineer
48524,Danae,Wursthorn,Production,Engineer
48362,Zvonko,Jording,Quality Management,Senior Engineer
48525,Heeju,Eastman,Development,Senior Engineer
48533,Mohammed,Uhrig,Production,Senior Engineer
48534,Mountaz,Bultermann,Sales,Senior Staff
48368,Xuejia,Suessmith,Research,Senior Staff
48542,Kazuhide,Zeilberger,Production,Assistant Engineer
48370,Khatoun,Pellegrinelli,Production,Engineer
